id,starting_street,end_street,total_distance,total_travel_time,number_of_steps,street_for_each_step,distance_per_step,travel_time_per_step,step_maneuvers,step_direction,step_location_list
id3783308,3rd Avenue,East 9th Street,1987.6,276.0,7,3rd Avenue|East 22nd Street|2nd Avenue|East 10th Street|Avenue A|East 9th Street|East 9th Street,107.5|216|944|442.2|74.4|203.5|0,21.4|28.1|122.3|61.4|14.4|28.4|0,depart|turn|turn|turn|turn|turn|arrive,none|left|right|left|right|right|arrive,"-73.98302,40.739003|-73.983638,40.738158|-73.981401,40.73721|-73.986812,40.729779|-73.982228,40.727846|-73.982657,40.727261|-73.984768,40.728149"
id1935283,Avenue B,Orchard Street,2246.0,314.8,6,Avenue B|East Houston Street|Ludlow Street|Canal Street|Orchard Street|Orchard Street,668.4|300|939.3|68.9|269.4|0,113|47|115.1|9.7|30|0,depart|turn|turn|turn|turn|arrive,none|right|left|right|right|arrive,"-73.979948,40.726808|-73.983788,40.72155|-73.987098,40.72254|-73.991131,40.714668|-73.991889,40.714899|-73.99073,40.717156"
id3200212,East 2nd Street,East 14th Street,1562.5,217.3,4,East 2nd Street|1st Avenue|East 14th Street|East 14th Street,7.2|942.5|612.8|0,8|134.8|74.5|0,depart|turn|turn|arrive,none|left|left|arrive,"-73.988043,40.723973|-73.987968,40.723942|-73.982557,40.731357|-73.988917,40.734027"
id0339034,Broadway,East 47th Street,3655.0,470.9,5,Broadway|East 8th Street|3rd Avenue|East 47th Street|East 47th Street,98.4|240.4|3097|219.2|0,20.9|38.2|378.3|33.5|0,depart|turn|turn|turn|arrive,none|left|left|left|arrive,"-73.991772,40.731347|-73.9924,40.730601|-73.989902,40.729558|-73.972113,40.753922|-73.974378,40.754891"
id0079927,Columbus Avenue,West 95th Street,1900.4,223.3,9,Columbus Avenue|West 83rd Street|Amsterdam Avenue|West 86th Street|West End Ave.|West 93rd Street|Riverside Drive|West 95th Street|West 95th Street,18.5|273.5|248.2|275|564.2|160.8|169.9|190.3|0,5.2|43.4|25|29.4|56.2|23.6|28.1|12.4|0,depart|turn|turn|turn|turn|turn|turn|turn|arrive,right|right|right|left|right|left|right|right|arrive,"-73.973493,40.784681|-73.973599,40.784535|-73.976436,40.785732|-73.97501,40.787685|-73.977863,40.788887|-73.974635,40.793332|-73.976306,40.794032|-73.975793,40.795467|-73.973823,40.794628"
id2315965,East 88th Street,Park Avenue,2679.1,249.1,3,East 88th Street|Park Avenue|Park Avenue,96.3|2582.8|0,17.9|231.2|0,depart|turn|arrive,left|right|arrive,"-73.957362,40.781945|-73.956363,40.781524|-73.971192,40.7612"
id3651379,2nd Avenue,2nd Avenue,2442.9,232.1,2,2nd Avenue|2nd Avenue,2442.9|0,232.1|0,depart|arrive,left|arrive,"-73.964523,40.760367|-73.978554,40.741148"
id3349840,3rd Avenue,East 85th Street,1625.9,143.0,5,3rd Avenue|East 72nd Street|1st Avenue|East 85th Street|East 85th Street,75|444.1|1066.4|40.5|0,8.3|38.4|90.5|5.8|0,depart|turn|turn|turn|arrive,left|right|left|left|arrive,"-73.961035,40.769157|-73.960604,40.769747|-73.955999,40.767804|-73.949873,40.776194|-73.950293,40.776371"
id3009114,East 14th Street,8th Avenue,4842.4,500.0,5,East 14th Street|3rd Avenue|East 53rd Street|8th Avenue|8th Avenue,128.5|3101.4|1481.2|131.3|0,18.3|351.6|117|13.1|0,depart|turn|turn|turn|arrive,none|right|left|right|arrive,"-73.98585,40.732731|-73.987182,40.733293|-73.969372,40.757694|-73.984741,40.76416|-73.983986,40.765193"
id1161590,Wyckoff Avenue,47th Avenue,6651.1,480.0,12,Wyckoff Avenue|Flushing Avenue|54th Street|Grand Avenue|Rust Street|56th Road|Laurel Hill Boulevard|Review Avenue|Greenpoint Avenue|39th Street|47th Avenue|47th Avenue,69.9|1276.3|419|345.3|624.7|1301|209.7|842.4|1029.5|384.8|148.5|0,12|75|29.6|29.8|40.9|85.2|13.8|63.8|67.8|40.7|21.4|0,depart|end of road|turn|turn|turn|new name|turn|new name|turn|turn|turn|arrive,right|right|left|right|left|straight|straight|slight right|sharp right|left|right|arrive,"-73.923532,40.706992|-73.924169,40.707394|-73.913261,40.715076|-73.915167,40.718555|-73.911321,40.719624|-73.915106,40.724443|-73.928637,40.729348|-73.931019,40.729111|-73.938041,40.734353|-73.927242,40.7386|-73.92655,40.74202|-73.924808,40.74182"
id1000676,West 46th Street,2nd Avenue,4336.2,458.9,3,West 46th Street|2nd Avenue|2nd Avenue,1379.2|2957|0,110.5|348.4|0,depart|turn|arrive,right|right|arrive,"-73.984649,40.758402|-73.970341,40.752379|-73.987301,40.729106"
id1662889,5th Avenue,5th Avenue,1614.7,199.4,2,5th Avenue|5th Avenue,1614.7|0,199.4|0,depart|arrive,right|arrive,"-73.980752,40.753667|-73.990014,40.740959"
id1226362,Broadway,Amsterdam Avenue,733.4,81.0,5,Broadway|Columbus Avenue|West 62nd Street|Amsterdam Avenue|Amsterdam Avenue,185.7|195.6|274|78.1|0,16.4|18.9|41.4|4.3|0,depart|turn|turn|turn|arrive,right|slight right|right|right|arrive,"-73.982318,40.774302|-73.982295,40.772633|-73.983403,40.771088|-73.986244,40.772288|-73.985796,40.772903"
id3332729,Bowery,Bowery,0.0,0.0,2,Bowery|Bowery,0|0,0|0,depart|arrive,none|arrive,"-73.993078,40.722679|-73.993078,40.722679"
id2849129,West 31st Street,West 60th Street,2607.8,334.5,5,West 31st Street|8th Avenue|Broadway|West 60th Street|West 60th Street,125.4|2222|188.6|71.7|0,16.1|273.9|32.3|12.2|0,depart|turn|rotary|turn|arrive,none|right|right|left|arrive,"-73.993543,40.749747|-73.994845,40.750294|-73.981997,40.767688|-73.981993,40.768891|-73.982753,40.769177"
id0305790,Bowery,East 1st Street,1223.4,172.5,5,Bowery|East 2nd Street|2nd Avenue|East 1st Street|East 1st Street,978.1|158.9|77.4|9|0,137|21.8|12.7|1|0,depart|turn|turn|turn|arrive,none|right|right|right|arrive,"-73.995469,40.717246|-73.991997,40.725619|-73.990373,40.724893|-73.990828,40.724289|-73.990921,40.724328"
id0525689,Park Avenue South,Spring Street,2908.5,413.8,8,Park Avenue South|Park Avenue South|Union Square East|Broadway|Bleecker Street|Mott Street|Spring Street|Spring Street,60.8|794|245.8|1035.1|202.8|471|99.1|0,14.1|116.4|34.3|147|24.7|64.3|13|0,depart|continue|new name|turn|turn|turn|turn|arrive,none|uturn|straight|left|left|right|left|arrive,"-73.984795,40.742194|-73.984448,40.742673|-73.989063,40.736577|-73.990752,40.734816|-73.995847,40.726527|-73.993755,40.72565|-73.995464,40.721619|-73.994431,40.721194"
id2678690,Lexington Avenue,West 37th Street,1581.8,129.5,3,Lexington Avenue|East 37th Street|West 37th Street,356.6|1225.2|0,35.5|94|0,depart|turn|arrive,left|right|arrive,"-73.976293,40.751098|-73.978344,40.748294|-73.991046,40.753656"
id1654818,Broadway,State Street Plaza,1082.7,145.2,3,Broadway|State Street|State Street Plaza,751.9|330.7|0,101.9|43.3|0,depart|new name|arrive,none|straight|arrive,"-74.009512,40.710366|-74.01422,40.704633|-74.013041,40.702403"
id1809771,York Avenue,East 77th Street,1173.2,109.0,5,York Avenue|East 79th Street|Lexington Avenue|East 77th Street|East 77th Street,98.9|815.4|168.6|90.3|0,12.1|66.9|17.1|12.9|0,depart|turn|turn|turn|arrive,right|right|left|right|arrive,"-73.949861,40.772177|-73.950437,40.771402|-73.958892,40.774972|-73.959856,40.773644|-73.960793,40.774038"
id0074781,University Place,Saint Mark's Place,967.5,138.5,5,University Place|East 14th Street|Broadway|East 8th Street|Saint Mark's Place,78.7|90.2|496.8|301.9|0,12.6|12.8|73.4|39.7|0,depart|turn|turn|turn|arrive,none|right|right|left|arrive,"-73.992199,40.73461|-73.991692,40.735204|-73.990752,40.734816|-73.9924,40.730601|-73.989269,40.729284"
id1415509,Central Park West,7th Avenue,5615.7,458.6,7,Central Park West|West 106th Street|Columbus Avenue|9th Avenue|West 50th Street|7th Avenue|7th Avenue,37.8|273|3812.5|729.7|548.6|214.1|0,6.5|27.1|297.2|63.5|43.8|20.5|0,depart|turn|turn|new name|turn|turn|arrive,right|right|left|straight|left|right|arrive,"-73.959824,40.798345|-73.96004,40.798047|-73.962876,40.799237|-73.984777,40.769241|-73.988943,40.76349|-73.98325,40.761095|-73.984484,40.759412"
id0845231,Broadway,West 100th Street,1828.4,186.6,7,Broadway|West 96th Street|West End Avenue|West 99th Street|Riverside Drive|West 100th Street|West 100th Street,1121.5|146.9|245.1|159.4|81.5|73.9|0,95.4|15.7|27.2|23.7|14|10.6|0,depart|turn|turn|turn|turn|turn|arrive,right|left|right|left|right|right|arrive,"-73.978367,40.785896|-73.971682,40.794611|-73.973207,40.795253|-73.971811,40.797187|-73.973462,40.797888|-73.973157,40.798579|-73.972388,40.798258"
id0321607,Amsterdam Avenue,West 133rd Street,1973.0,176.2,7,Amsterdam Avenue|West 145th Street|Saint Nicholas Avenue|West 135th Street|Malcolm X Boulevard|West 133rd Street|West 133rd Street,27.1|273|817|681.2|164.1|10.5|0,5.8|23.3|61.5|67.3|16.8|1.5|0,depart|turn|turn|turn|turn|turn|arrive,left|right|right|left|right|right|arrive,"-73.947757,40.825016|-73.947602,40.82523|-73.944766,40.824038|-73.948009,40.817116|-73.940937,40.81414|-73.941886,40.812851|-73.941995,40.812897"
id0151478,Hudson Street,Jane Street,1034.2,135.0,3,Hudson Street|Jane Street|Jane Street,955.3|78.9|0,126.3|8.7|0,depart|turn|arrive,left|sharp left|arrive,"-74.006867,40.730043|-74.004138,40.738129|-74.005074,40.738136"
id1408095,Park Avenue,East 34th Street,1464.1,149.4,5,Park Avenue|East 50th Street|Lexington Avenue|East 34th Street|East 34th Street,22.9|146.8|1282.9|11.5|0,5.6|13.6|129|1.2|0,depart|turn|turn|turn|arrive,none|right|right|left|arrive,"-73.97402,40.756958|-73.973886,40.757137|-73.972362,40.756498|-73.979724,40.746402|-73.979604,40.746352"
id0523462,West 83rd Street,West 86th Street,840.0,87.6,4,West 83rd Street|Amsterdam Avenue|West 86th Street|West 86th Street,267.1|248.2|324.7|0,42.5|21.8|23.3|0,depart|turn|turn|arrive,none|right|right|arrive,"-73.973666,40.784563|-73.976436,40.785732|-73.97501,40.787685|-73.971642,40.786264"
id2675585,Lexington Avenue,Kenmare Street,3695.1,525.9,9,Lexington Avenue|East 25th Street|Park Avenue South|Union Square East|Broadway|Spring Street|Lafayette Street|Kenmare Street|Kenmare Street,896.9|160.3|623.4|245.8|1498.3|162.8|99|8.6|0,125.5|27.3|85.9|34.3|204.8|28|19.1|1|0,depart|turn|turn|new name|turn|turn|turn|turn|arrive,none|right|left|straight|left|left|sharp right|left|arrive,"-73.97867,40.747846|-73.983814,40.740787|-73.985481,40.741481|-73.989063,40.736577|-73.990752,40.734816|-73.998812,40.723021|-73.997128,40.722304|-73.997785,40.721582|-73.997692,40.72155"
id0226425,West 43rd Street,2nd Avenue,4103.7,436.7,5,West 43rd Street|6th Avenue|West 46th Street|2nd Avenue|2nd Avenue,189.7|238.3|1148.1|2527.7|0,31.4|23.7|93.3|288.3|0,depart|turn|turn|turn|arrive,left|right|right|right|arrive,"-73.981657,40.754686|-73.983624,40.755516|-73.982254,40.75739|-73.970341,40.752379|-73.98484,40.732486"
id1022191,Central Park West,East 50th Street,4566.0,397.9,5,Central Park West|65th Street Transverse|5th Avenue|East 50th Street|East 50th Street,2236.2|885.6|1205.6|238.6|0,204.2|61.8|114.2|17.7|0,depart|turn|turn|turn|arrive,right|left|right|left|arrive,"-73.966371,40.789387|-73.979193,40.771782|-73.970281,40.768025|-73.977201,40.758538|-73.974727,40.757494"
id1532308,West End Avenue,West 80th Street,1741.4,161.6,5,West End Avenue|West 96th Street|Broadway|West 80th Street|West 80th Street,264.8|124.1|1300.1|52.3|0,30.5|12.3|109.3|9.5|0,depart|turn|turn|turn|arrive,right|left|right|left|arrive,"-73.971698,40.797342|-73.973207,40.795253|-73.971919,40.79471|-73.979583,40.784569|-73.979041,40.78434"
id1045059,2nd Avenue,East 106th Street,1111.8,96.9,3,2nd Avenue|East 106th Street|East 106th Street,1021.6|90.2|0,84|12.9|0,depart|turn|arrive,none|left|arrive,"-73.93656,40.798663|-73.942433,40.790627|-73.941497,40.790232"
id0372368,Park Avenue,East 71st Street,1704.7,169.7,3,Park Avenue|East 71st Street|East 71st Street,1501.6|203.1|0,138.5|31.2|0,depart|turn|arrive,none|right|arrive,"-73.95581,40.782284|-73.964437,40.77047|-73.966544,40.771358"
id1191112,Amsterdam Avenue,Riverside Boulevard,1427.8,166.3,6,Amsterdam Avenue|West 77th Street|Broadway|West 72nd Street|Riverside Boulevard|Riverside Boulevard,14.9|157.6|425.7|466.8|362.8|0,8.3|33.2|36.1|34.7|54|0,depart|turn|turn|turn|new name|arrive,none|left|left|right|straight|arrive,"-73.979365,40.78172|-73.979279,40.781837|-73.980921,40.782516|-73.982107,40.778799|-73.987003,40.780725|-73.988728,40.777808"
id0542879,2nd Avenue,East Houston Street,3246.8,416.8,3,2nd Avenue|East Houston Street|East Houston Street,3203.3|43.5|0,412|4.8|0,depart|turn|arrive,none|right|arrive,"-73.972813,40.748991|-73.991006,40.723738|-73.991489,40.723876"
id0946287,East 42nd Street,2nd Avenue,1223.5,133.3,5,East 42nd Street|3rd Avenue|East 52nd Street|2nd Avenue|2nd Avenue,197.9|800.2|214.1|11.3|0,31.5|66.4|34.8|0.6|0,depart|turn|turn|turn|arrive,left|left|right|right|arrive,"-73.976457,40.751633|-73.974408,40.750764|-73.969828,40.757067|-73.967609,40.756129|-73.967674,40.75604"
id0244930,Park Avenue South,East 53rd Street,2037.6,195.5,4,Park Avenue South|Park Avenue Tunnel|East 53rd Street|East 53rd Street,163.8|1671.4|202.4|0,22.5|155.8|17.2|0,depart|fork|turn|arrive,right|slight left|left|arrive,"-73.982675,40.745094|-73.981781,40.746402|-73.972507,40.759019|-73.974608,40.759901"
id3638619,Amsterdam Avenue,Broadway,1538.3,146.9,6,Amsterdam Avenue|West 86th Street|West End Ave.|West 95th Street|Broadway|Broadway,354.7|275|723.4|125.9|59.4|0,34.9|29.4|67.3|12|3.3|0,depart|turn|turn|turn|turn|arrive,left|left|right|right|right|arrive,"-73.977048,40.784894|-73.97501,40.787685|-73.977863,40.788887|-73.973724,40.794586|-73.972416,40.794038|-73.97273,40.79356"
id0980086,Columbus Avenue,West 97th Street,1777.3,172.0,5,Columbus Avenue|West 81st Street|Central Park West|West 97th Street|West 97th Street,142.5|271.9|1314.7|48.2|0,17|25.4|122.7|6.9|0,depart|turn|turn|turn|arrive,right|left|left|left|arrive,"-73.973724,40.784364|-73.974542,40.783243|-73.971734,40.782037|-73.964188,40.792384|-73.964679,40.792606"
id2357888,East 70th Street,Lexington Avenue,638.7,67.9,3,East 70th Street|Lexington Avenue|Lexington Avenue,128.7|510.1|0,22.6|45.3|0,depart|turn|arrive,none|right|arrive,"-73.96449,40.769684|-73.963154,40.769123|-73.966082,40.765109"
id1489453,1st Avenue,West 96th Street,4410.5,362.5,8,1st Avenue|East 96th Street|Madison Avenue|East 97th Street|97th Street Transverse|Central Park West|West 96th Street|West 96th Street,1647.5|910.4|85.1|155.1|867.6|90.3|654.6|0,140.2|75.5|12.9|12.2|64.9|10|46.8|0,depart|turn|turn|turn|new name|turn|turn|arrive,none|left|right|left|straight|left|right|arrive,"-73.954145,40.770344|-73.944688,40.78331|-73.95416,40.787231|-73.953672,40.787901|-73.955277,40.788585|-73.964188,40.792384|-73.964707,40.791674|-73.971501,40.794534"
id1787566,Columbus Avenue,East 86th Street,4109.0,328.3,7,Columbus Avenue|West 65th Street|65th Street Transverse|East 65th Street|3rd Avenue|East 86th Street|East 86th Street,447.1|277.3|885.6|620.8|1718.4|159.8|0,42.4|20.2|60.1|56|139.2|10.4|0,depart|turn|new name|new name|turn|turn|arrive,none|left|straight|straight|left|right|arrive,"-73.979457,40.776503|-73.982064,40.773002|-73.979193,40.771782|-73.970281,40.768025|-73.963843,40.765309|-73.953979,40.778832|-73.952322,40.778133"
id0610000,Franklin Street,6th Avenue,3004.9,417.9,6,Franklin Street|Hudson Street|Clarkson Street|Carmine Street|6th Avenue|6th Avenue,22.3|1143.7|153.9|319|1366.1|0,9.8|155.8|23.4|42.2|186.7|0,depart|turn|turn|new name|turn|arrive,right|left|right|straight|left|arrive,"-74.008961,40.719321|-74.008699,40.719296|-74.006953,40.729493|-74.005168,40.729464|-74.001684,40.730581|-73.993925,40.741361"
id1281333,Bowery,Hudson Street,2133.0,309.1,8,Bowery|Kenmare Street|Elizabeth Street|East Houston Street|Bedford Street|Christopher Street|Hudson Street|Hudson Street,43.8|78.3|450.3|867|628.4|47.5|17.7|0,9.7|12.2|62.9|119|90.6|12.8|1.9|0,depart|turn|turn|turn|fork|end of road|turn|arrive,none|right|right|left|straight|left|right|arrive,"-73.993964,40.720722|-73.994117,40.720346|-73.994969,40.720627|-73.993437,40.724505|-74.002398,40.728249|-74.00583,40.733139|-74.006383,40.733055|-74.006359,40.733213"
id0734619,20th Street Loop,Park Avenue,2535.8,339.4,6,20th Street Loop|East 20th Street|1st Avenue|East 33rd Street|Park Avenue|Park Avenue,247.1|211.4|1025.5|750.7|301.2|0,34.6|27.7|144.1|93.5|39.5|0,depart|turn|turn|turn|turn|arrive,right|left|right|left|sharp right|arrive,"-73.976659,40.732436|-73.977704,40.734077|-73.979882,40.735019|-73.974015,40.743095|-73.981781,40.746402|-73.980008,40.74875"
id3451619,11th Avenue,West 64th Street,825.1,81.0,4,11th Avenue|West End Avenue|West 64th Street|West 64th Street,339|397.2|88.9|0,32.2|36|12.8|0,depart|new name|turn|arrive,none|straight|right|arrive,"-73.992393,40.768948|-73.990459,40.771621|-73.988185,40.774749|-73.987265,40.774358"
id0022690,West 33rd Street,West 39th Street,762.6,107.2,4,West 33rd Street|8th Avenue|West 39th Street|West 39th Street,257.5|484.6|20.5|0,32.8|71.5|2.9|0,depart|turn|turn|arrive,none|right|left|arrive,"-73.99129,40.750384|-73.993956,40.751515|-73.991177,40.75533|-73.991389,40.75542"
id1012226,10th Avenue,East 70th Street,4510.6,382.5,8,10th Avenue|West 50th Street|6th Avenue|West 57th Street|Sutton Place|York Avenue|East 70th Street|East 70th Street,187.5|1095|560.9|1593|246.7|794|33.5|0,29.1|87|52.7|115.8|22.2|73.4|2.3|0,depart|turn|turn|turn|turn|new name|turn|arrive,none|right|left|right|left|straight|right|arrive,"-73.99286,40.76321|-73.991785,40.764686|-73.980418,40.759911|-73.977196,40.764324|-73.960671,40.757364|-73.959254,40.759305|-73.954694,40.76555|-73.954347,40.765402"
id1783173,East 61st Street,West 43rd Street,2427.9,257.8,6,East 61st Street|Lexington Avenue|East 57th Street|5th Avenue|West 43rd Street|West 43rd Street,275.4|324.4|466.2|1119.8|242.2|0,49.1|31.5|39.3|103|34.9|0,depart|turn|turn|turn|turn|arrive,right|left|right|left|right|arrive,"-73.964414,40.762279|-73.967271,40.763482|-73.969132,40.760929|-73.973968,40.762967|-73.980395,40.754155|-73.982907,40.755213"
id0045992,West 49th Street,West 54th Street,1683.2,146.0,6,West 49th Street|6th Avenue|West 53rd Street|8th Avenue|West 54th Street|West 54th Street,236.9|317.5|547.6|81.3|499.8|0,19.6|34|43.8|11.9|36.7|0,depart|turn|turn|turn|turn|arrive,right|right|left|right|right|arrive,"-73.978428,40.758235|-73.980883,40.759274|-73.979057,40.761771|-73.984741,40.76416|-73.984269,40.764798|-73.979092,40.762603"
id1330311,5th Avenue,West 20th Street,1398.9,193.2,5,5th Avenue|West 27th Street|7th Avenue|West 20th Street|West 20th Street,125|584.8|557.6|131.5|0,20.1|76.8|81.6|14.7|0,depart|turn|turn|turn|arrive,right|right|left|left|arrive,"-73.987028,40.745051|-73.987745,40.744067|-73.993813,40.746618|-73.997007,40.742228|-73.995643,40.741653"
id3835689,Lexington Avenue,West 43rd Street,1299.6,143.2,5,Lexington Avenue|East 45th Street|5th Avenue|West 43rd Street|West 43rd Street,335.2|466.2|158.9|339.4|0,34.1|41.9|16.3|50.9|0,depart|turn|turn|turn|arrive,none|right|left|right|arrive,"-73.972722,40.756004|-73.974648,40.753367|-73.979483,40.755405|-73.980395,40.754155|-73.983915,40.755638"
id0472502,East 41st Street,Madison Avenue,1831.0,172.3,5,East 41st Street|3rd Avenue|East 53rd Street|Madison Avenue|Madison Avenue,120|965.7|467.8|277.6|0,24.6|82.8|40.7|24.2|0,depart|turn|turn|turn|arrive,right|left|left|right|arrive,"-73.976145,40.75061|-73.974899,40.750088|-73.969372,40.757694|-73.974224,40.759739|-73.972628,40.761922"
id2307287,5th Avenue,West 28th Street,2345.3,310.5,7,5th Avenue|West 25th Street|6th Avenue|West 29th Street|11th Avenue|West 28th Street|West 28th Street,149.7|311.4|314.3|1369.6|80.4|119.9|0,22.9|40.8|48.4|168.6|16.4|13.4|0,depart|turn|turn|turn|turn|turn|arrive,none|right|right|left|left|left|arrive,"-73.987795,40.743998|-73.988648,40.742817|-73.991871,40.744186|-73.990067,40.746659|-74.00427,40.752646|-74.004738,40.752016|-74.003491,40.751497"
id1480358,West 32nd Street,Horatio Street,2724.7,395.3,10,West 32nd Street|Broadway|West 31st Street|7th Avenue|West 13th Street|Greenwich Avenue|Jane Street|8th Avenue|Horatio Street|Horatio Street,275.5|83|354.4|1427.2|212.2|75.5|177.4|91.7|27.8|0,35.4|15.8|49.1|197.7|33.1|13.4|35.3|12.4|3.1|0,depart|turn|turn|turn|turn|turn|turn|turn|turn|arrive,left|right|right|left|right|sharp left|right|sharp right|right|arrive,"-73.991049,40.749499|-73.988195,40.74829|-73.988332,40.747551|-73.992006,40.749101|-74.000174,40.737861|-74.002401,40.738749|-74.002033,40.73813|-74.004138,40.738129|-74.003428,40.738753|-74.003098,40.738753"
